business_type,item_name,date,price,shelf_life_hours,quantity_available,quantity_sold,customer_demand,waste_quantity,weather_condition,holiday_flag
Cafe,Espresso,2025-07-08,25,0.5,53,49,49,4,Clear,0
Cafe,Cappuccino,2025-07-08,35,0.5,65,64,64,1,Clear,0
Cafe,Latte,2025-07-08,40,0.5,67,51,51,16,Clear,0
Cafe,Croissant,2025-07-08,30,12.0,40,38,38,2,Clear,0
Cafe,Sandwich,2025-07-08,45,8.0,47,47,52,0,Clear,0
Bakery,White Bread,2025-07-08,20,24.0,60,51,51,9,Clear,0
Bakery,Croissants,2025-07-08,30,12.0,52,42,42,10,Clear,0
Bakery,Donuts,2025-07-08,15,12.0,70,64,64,6,Clear,0
Bakery,Cake Slice,2025-07-08,40,48.0,29,24,24,5,Clear,0
Bakery,Cookies,2025-07-08,10,72.0,56,47,47,9,Clear,0
Cafe,Espresso,2025-07-09,25,0.5,53,53,53,0,Clear,0
Cafe,Cappuccino,2025-07-09,35,0.5,65,65,72,0,Clear,0
Cafe,Latte,2025-07-09,40,0.5,61,61,73,0,Clear,0
Cafe,Croissant,2025-07-09,30,12.0,39,38,38,1,Clear,0
Cafe,Sandwich,2025-07-09,45,8.0,44,44,53,0,Clear,0
Bakery,White Bread,2025-07-09,20,24.0,62,56,56,6,Clear,0
Bakery,Croissants,2025-07-09,30,12.0,45,45,48,0,Clear,0
Bakery,Donuts,2025-07-09,15,12.0,70,70,75,0,Clear,0
Bakery,Cake Slice,2025-07-09,40,48.0,29,24,24,5,Clear,0
Bakery,Cookies,2025-07-09,10,72.0,51,48,48,3,Clear,0
Cafe,Espresso,2025-07-10,25,0.5,63,58,58,5,Rainy,0
Cafe,Cappuccino,2025-07-10,35,0.5,81,77,77,4,Rainy,0
Cafe,Latte,2025-07-10,40,0.5,73,73,73,0,Rainy,0
Cafe,Croissant,2025-07-10,30,12.0,44,40,40,4,Rainy,0
Cafe,Sandwich,2025-07-10,45,8.0,57,57,61,0,Rainy,0
Bakery,White Bread,2025-07-10,20,24.0,55,44,44,11,Rainy,0
Bakery,Croissants,2025-07-10,30,12.0,46,38,38,8,Rainy,0
Bakery,Donuts,2025-07-10,15,12.0,61,50,50,11,Rainy,0
Bakery,Cake Slice,2025-07-10,40,48.0,29,26,26,3,Rainy,0
Bakery,Cookies,2025-07-10,10,72.0,46,39,39,7,Rainy,0
Cafe,Espresso,2025-07-11,25,0.5,49,44,44,5,Clear,0
Cafe,Cappuccino,2025-07-11,35,0.5,74,60,60,14,Clear,0
Cafe,Latte,2025-07-11,40,0.5,66,57,57,9,Clear,0
Cafe,Croissant,2025-07-11,30,12.0,38,36,36,2,Clear,0
Cafe,Sandwich,2025-07-11,45,8.0,48,48,51,0,Clear,0
Bakery,White Bread,2025-07-11,20,24.0,66,52,52,14,Clear,0
Bakery,Croissants,2025-07-11,30,12.0,52,38,38,14,Clear,0
Bakery,Donuts,2025-07-11,15,12.0,72,72,75,0,Clear,0
Bakery,Cake Slice,2025-07-11,40,48.0,28,23,23,5,Clear,0
Bakery,Cookies,2025-07-11,10,72.0,53,40,40,13,Clear,0
Cafe,Espresso,2025-07-12,25,0.5,44,44,50,0,Clear,0
Cafe,Cappuccino,2025-07-12,35,0.5,63,55,55,8,Clear,0
Cafe,Latte,2025-07-12,40,0.5,53,51,51,2,Clear,0
Cafe,Croissant,2025-07-12,30,12.0,35,31,31,4,Clear,0
Cafe,Sandwich,2025-07-12,45,8.0,41,37,37,4,Clear,0
Bakery,White Bread,2025-07-12,20,24.0,95,79,79,16,Clear,0
Bakery,Croissants,2025-07-12,30,12.0,72,72,77,0,Clear,0
Bakery,Donuts,2025-07-12,15,12.0,118,84,84,34,Clear,0
Bakery,Cake Slice,2025-07-12,40,48.0,50,40,40,10,Clear,0
Bakery,Cookies,2025-07-12,10,72.0,91,82,82,9,Clear,0
Cafe,Espresso,2025-07-13,25,0.5,50,50,51,0,Rainy,0
Cafe,Cappuccino,2025-07-13,35,0.5,70,61,61,9,Rainy,0
Cafe,Latte,2025-07-13,40,0.5,59,59,68,0,Rainy,0
Cafe,Croissant,2025-07-13,30,12.0,43,39,39,4,Rainy,0
Cafe,Sandwich,2025-07-13,45,8.0,43,41,41,2,Rainy,0
Bakery,White Bread,2025-07-13,20,24.0,76,76,85,0,Rainy,0
Bakery,Croissants,2025-07-13,30,12.0,62,60,60,2,Rainy,0
Bakery,Donuts,2025-07-13,15,12.0,97,90,90,7,Rainy,0
Bakery,Cake Slice,2025-07-13,40,48.0,43,41,41,2,Rainy,0
Bakery,Cookies,2025-07-13,10,72.0,71,53,53,18,Rainy,0
Cafe,Espresso,2025-07-14,25,0.5,56,53,53,3,Clear,0
Cafe,Cappuccino,2025-07-14,35,0.5,71,71,72,0,Clear,0
Cafe,Latte,2025-07-14,40,0.5,61,61,72,0,Clear,0
Cafe,Croissant,2025-07-14,30,12.0,40,38,38,2,Clear,0
Cafe,Sandwich,2025-07-14,45,8.0,47,38,38,9,Clear,0
Bakery,White Bread,2025-07-14,20,24.0,58,58,59,0,Clear,0
Bakery,Croissants,2025-07-14,30,12.0,46,45,45,1,Clear,0
Bakery,Donuts,2025-07-14,15,12.0,71,62,62,9,Clear,0
Bakery,Cake Slice,2025-07-14,40,48.0,30,26,26,4,Clear,0
Bakery,Cookies,2025-07-14,10,72.0,59,45,45,14,Clear,0
Cafe,Espresso,2025-07-15,25,0.5,54,54,59,0,Clear,0
Cafe,Cappuccino,2025-07-15,35,0.5,73,61,61,12,Clear,0
Cafe,Latte,2025-07-15,40,0.5,60,57,57,3,Clear,0
Cafe,Croissant,2025-07-15,30,12.0,42,33,33,9,Clear,0
Cafe,Sandwich,2025-07-15,45,8.0,47,47,47,0,Clear,0
Bakery,White Bread,2025-07-15,20,24.0,60,60,60,0,Clear,0
Bakery,Croissants,2025-07-15,30,12.0,46,36,36,10,Clear,0
Bakery,Donuts,2025-07-15,15,12.0,78,65,65,13,Clear,0
Bakery,Cake Slice,2025-07-15,40,48.0,32,26,26,6,Clear,0
Bakery,Cookies,2025-07-15,10,72.0,53,53,55,0,Clear,0
Cafe,Espresso,2025-07-16,25,0.5,51,51,53,0,Clear,0
Cafe,Cappuccino,2025-07-16,35,0.5,69,58,58,11,Clear,0
Cafe,Latte,2025-07-16,40,0.5,69,54,54,15,Clear,0
Cafe,Croissant,2025-07-16,30,12.0,44,39,39,5,Clear,0
Cafe,Sandwich,2025-07-16,45,8.0,45,45,46,0,Clear,0
Bakery,White Bread,2025-07-16,20,24.0,67,59,59,8,Clear,0
Bakery,Croissants,2025-07-16,30,12.0,53,46,46,7,Clear,0
Bakery,Donuts,2025-07-16,15,12.0,78,74,74,4,Clear,0
Bakery,Cake Slice,2025-07-16,40,48.0,30,27,27,3,Clear,0
Bakery,Cookies,2025-07-16,10,72.0,53,53,58,0,Clear,0
Cafe,Espresso,2025-07-17,25,0.5,63,63,68,0,Rainy,0
Cafe,Cappuccino,2025-07-17,35,0.5,77,77,81,0,Rainy,0
Cafe,Latte,2025-07-17,40,0.5,79,60,60,19,Rainy,0
Cafe,Croissant,2025-07-17,30,12.0,49,43,43,6,Rainy,0
Cafe,Sandwich,2025-07-17,45,8.0,58,58,61,0,Rainy,0
Bakery,White Bread,2025-07-17,20,24.0,61,48,48,13,Rainy,0
Bakery,Croissants,2025-07-17,30,12.0,48,45,45,3,Rainy,0
Bakery,Donuts,2025-07-17,15,12.0,65,65,67,0,Rainy,0
Bakery,Cake Slice,2025-07-17,40,48.0,26,25,25,1,Rainy,0
Bakery,Cookies,2025-07-17,10,72.0,48,37,37,11,Rainy,0
Cafe,Espresso,2025-07-18,25,0.5,52,52,56,0,Clear,0
Cafe,Cappuccino,2025-07-18,35,0.5,66,64,64,2,Clear,0
Cafe,Latte,2025-07-18,40,0.5,65,65,69,0,Clear,0
Cafe,Croissant,2025-07-18,30,12.0,40,40,42,0,Clear,0
Cafe,Sandwich,2025-07-18,45,8.0,50,48,48,2,Clear,0
Bakery,White Bread,2025-07-18,20,24.0,59,44,44,15,Clear,0
Bakery,Croissants,2025-07-18,30,12.0,54,35,35,19,Clear,0
Bakery,Donuts,2025-07-18,15,12.0,81,66,66,15,Clear,0
Bakery,Cake Slice,2025-07-18,40,48.0,34,30,30,4,Clear,0
Bakery,Cookies,2025-07-18,10,72.0,62,46,46,16,Clear,0
Cafe,Espresso,2025-07-19,25,0.5,45,45,46,0,Clear,0
Cafe,Cappuccino,2025-07-19,35,0.5,64,64,68,0,Clear,0
Cafe,Latte,2025-07-19,40,0.5,57,52,52,5,Clear,0
Cafe,Croissant,2025-07-19,30,12.0,35,35,37,0,Clear,0
Cafe,Sandwich,2025-07-19,45,8.0,38,33,33,5,Clear,0
Bakery,White Bread,2025-07-19,20,24.0,91,75,75,16,Clear,0
Bakery,Croissants,2025-07-19,30,12.0,72,58,58,14,Clear,0
Bakery,Donuts,2025-07-19,15,12.0,103,79,79,24,Clear,0
Bakery,Cake Slice,2025-07-19,40,48.0,52,40,40,12,Clear,0
Bakery,Cookies,2025-07-19,10,72.0,83,79,79,4,Clear,0
Cafe,Espresso,2025-07-20,25,0.5,47,37,37,10,Clear,0
Cafe,Cappuccino,2025-07-20,35,0.5,59,59,66,0,Clear,0
Cafe,Latte,2025-07-20,40,0.5,59,53,53,6,Clear,0
Cafe,Croissant,2025-07-20,30,12.0,36,30,30,6,Clear,0
Cafe,Sandwich,2025-07-20,45,8.0,43,35,35,8,Clear,0
Bakery,White Bread,2025-07-20,20,24.0,102,87,87,15,Clear,0
Bakery,Croissants,2025-07-20,30,12.0,77,66,66,11,Clear,0
Bakery,Donuts,2025-07-20,15,12.0,107,85,85,22,Clear,0
Bakery,Cake Slice,2025-07-20,40,48.0,44,36,36,8,Clear,0
Bakery,Cookies,2025-07-20,10,72.0,89,69,69,20,Clear,0
Cafe,Espresso,2025-07-21,25,0.5,56,56,59,0,Clear,0
Cafe,Cappuccino,2025-07-21,35,0.5,76,61,61,15,Clear,0
Cafe,Latte,2025-07-21,40,0.5,64,64,69,0,Clear,0
Cafe,Croissant,2025-07-21,30,12.0,43,35,35,8,Clear,0
Cafe,Sandwich,2025-07-21,45,8.0,50,41,41,9,Clear,0
Bakery,White Bread,2025-07-21,20,24.0,59,55,55,4,Clear,0
Bakery,Croissants,2025-07-21,30,12.0,51,45,45,6,Clear,0
Bakery,Donuts,2025-07-21,15,12.0,69,69,75,0,Clear,0
Bakery,Cake Slice,2025-07-21,40,48.0,30,23,23,7,Clear,0
Bakery,Cookies,2025-07-21,10,72.0,61,58,58,3,Clear,0
Cafe,Espresso,2025-07-22,25,0.5,54,52,52,2,Clear,0
Cafe,Cappuccino,2025-07-22,35,0.5,66,66,66,0,Clear,0
Cafe,Latte,2025-07-22,40,0.5,64,58,58,6,Clear,0
Cafe,Croissant,2025-07-22,30,12.0,43,40,40,3,Clear,0
Cafe,Sandwich,2025-07-22,45,8.0,44,41,41,3,Clear,0
Bakery,White Bread,2025-07-22,20,24.0,65,45,45,20,Clear,0
Bakery,Croissants,2025-07-22,30,12.0,54,44,44,10,Clear,0
Bakery,Donuts,2025-07-22,15,12.0,75,68,68,7,Clear,0
Bakery,Cake Slice,2025-07-22,40,48.0,33,26,26,7,Clear,0
Bakery,Cookies,2025-07-22,10,72.0,59,50,50,9,Clear,0
Cafe,Espresso,2025-07-23,25,0.5,56,55,55,1,Clear,0
Cafe,Cappuccino,2025-07-23,35,0.5,75,75,78,0,Clear,0
Cafe,Latte,2025-07-23,40,0.5,67,67,71,0,Clear,0
Cafe,Croissant,2025-07-23,30,12.0,43,43,43,0,Clear,0
Cafe,Sandwich,2025-07-23,45,8.0,48,48,50,0,Clear,0
Bakery,White Bread,2025-07-23,20,24.0,59,59,63,0,Clear,0
Bakery,Croissants,2025-07-23,30,12.0,54,36,36,18,Clear,0
Bakery,Donuts,2025-07-23,15,12.0,80,56,56,24,Clear,0
Bakery,Cake Slice,2025-07-23,40,48.0,30,30,30,0,Clear,0
Bakery,Cookies,2025-07-23,10,72.0,53,53,55,0,Clear,0
Cafe,Espresso,2025-07-24,25,0.5,49,48,48,1,Clear,0
Cafe,Cappuccino,2025-07-24,35,0.5,72,72,81,0,Clear,0
Cafe,Latte,2025-07-24,40,0.5,66,58,58,8,Clear,0
Cafe,Croissant,2025-07-24,30,12.0,42,41,41,1,Clear,0
Cafe,Sandwich,2025-07-24,45,8.0,49,39,39,10,Clear,0
Bakery,White Bread,2025-07-24,20,24.0,66,56,56,10,Clear,0
Bakery,Croissants,2025-07-24,30,12.0,55,41,41,14,Clear,0
Bakery,Donuts,2025-07-24,15,12.0,78,77,77,1,Clear,0
Bakery,Cake Slice,2025-07-24,40,48.0,29,29,32,0,Clear,0
Bakery,Cookies,2025-07-24,10,72.0,59,41,41,18,Clear,0
Cafe,Espresso,2025-07-25,25,0.5,50,50,53,0,Clear,0
Cafe,Cappuccino,2025-07-25,35,0.5,69,69,72,0,Clear,0
Cafe,Latte,2025-07-25,40,0.5,60,60,72,0,Clear,0
Cafe,Croissant,2025-07-25,30,12.0,45,45,47,0,Clear,0
Cafe,Sandwich,2025-07-25,45,8.0,49,40,40,9,Clear,0
Bakery,White Bread,2025-07-25,20,24.0,66,44,44,22,Clear,0
Bakery,Croissants,2025-07-25,30,12.0,46,41,41,5,Clear,0
Bakery,Donuts,2025-07-25,15,12.0,75,73,73,2,Clear,0
Bakery,Cake Slice,2025-07-25,40,48.0,33,27,27,6,Clear,0
Bakery,Cookies,2025-07-25,10,72.0,54,54,59,0,Clear,0
Cafe,Espresso,2025-07-26,25,0.5,43,43,49,0,Clear,0
Cafe,Cappuccino,2025-07-26,35,0.5,62,53,53,9,Clear,0
Cafe,Latte,2025-07-26,40,0.5,52,52,57,0,Clear,0
Cafe,Croissant,2025-07-26,30,12.0,36,31,31,5,Clear,0
Cafe,Sandwich,2025-07-26,45,8.0,43,34,34,9,Clear,0
Bakery,White Bread,2025-07-26,20,24.0,93,93,97,0,Clear,0
Bakery,Croissants,2025-07-26,30,12.0,74,69,69,5,Clear,0
Bakery,Donuts,2025-07-26,15,12.0,111,90,90,21,Clear,0
Bakery,Cake Slice,2025-07-26,40,48.0,52,40,40,12,Clear,0
Bakery,Cookies,2025-07-26,10,72.0,92,66,66,26,Clear,0
Cafe,Espresso,2025-07-27,25,0.5,53,48,48,5,Rainy,0
Cafe,Cappuccino,2025-07-27,35,0.5,73,67,67,6,Rainy,0
Cafe,Latte,2025-07-27,40,0.5,68,55,55,13,Rainy,0
Cafe,Croissant,2025-07-27,30,12.0,43,43,43,0,Rainy,0
Cafe,Sandwich,2025-07-27,45,8.0,48,48,51,0,Rainy,0
Bakery,White Bread,2025-07-27,20,24.0,90,78,78,12,Rainy,0
Bakery,Croissants,2025-07-27,30,12.0,63,48,48,15,Rainy,0
Bakery,Donuts,2025-07-27,15,12.0,111,93,93,18,Rainy,0
Bakery,Cake Slice,2025-07-27,40,48.0,45,37,37,8,Rainy,0
Bakery,Cookies,2025-07-27,10,72.0,71,57,57,14,Rainy,0
Cafe,Espresso,2025-07-28,25,0.5,51,51,52,0,Clear,0
Cafe,Cappuccino,2025-07-28,35,0.5,66,66,71,0,Clear,0
Cafe,Latte,2025-07-28,40,0.5,63,63,70,0,Clear,0
Cafe,Croissant,2025-07-28,30,12.0,40,40,40,0,Clear,0
Cafe,Sandwich,2025-07-28,45,8.0,44,39,39,5,Clear,0
Bakery,White Bread,2025-07-28,20,24.0,62,54,54,8,Clear,0
Bakery,Croissants,2025-07-28,30,12.0,52,40,40,12,Clear,0
Bakery,Donuts,2025-07-28,15,12.0,79,75,75,4,Clear,0
Bakery,Cake Slice,2025-07-28,40,48.0,33,22,22,11,Clear,0
Bakery,Cookies,2025-07-28,10,72.0,57,42,42,15,Clear,0
Cafe,Espresso,2025-07-29,25,0.5,50,50,52,0,Clear,0
Cafe,Cappuccino,2025-07-29,35,0.5,72,72,74,0,Clear,0
Cafe,Latte,2025-07-29,40,0.5,66,52,52,14,Clear,0
Cafe,Croissant,2025-07-29,30,12.0,40,40,41,0,Clear,0
Cafe,Sandwich,2025-07-29,45,8.0,44,44,44,0,Clear,0
Bakery,White Bread,2025-07-29,20,24.0,57,46,46,11,Clear,0
Bakery,Croissants,2025-07-29,30,12.0,49,37,37,12,Clear,0
Bakery,Donuts,2025-07-29,15,12.0,77,71,71,6,Clear,0
Bakery,Cake Slice,2025-07-29,40,48.0,33,24,24,9,Clear,0
Bakery,Cookies,2025-07-29,10,72.0,53,42,42,11,Clear,0
Cafe,Espresso,2025-07-30,25,0.5,49,49,60,0,Clear,0
Cafe,Cappuccino,2025-07-30,35,0.5,66,66,70,0,Clear,0
Cafe,Latte,2025-07-30,40,0.5,67,67,72,0,Clear,0
Cafe,Croissant,2025-07-30,30,12.0,43,43,45,0,Clear,0
Cafe,Sandwich,2025-07-30,45,8.0,46,46,51,0,Clear,0
Bakery,White Bread,2025-07-30,20,24.0,58,58,64,0,Clear,0
Bakery,Croissants,2025-07-30,30,12.0,51,50,50,1,Clear,0
Bakery,Donuts,2025-07-30,15,12.0,75,70,70,5,Clear,0
Bakery,Cake Slice,2025-07-30,40,48.0,32,30,30,2,Clear,0
Bakery,Cookies,2025-07-30,10,72.0,52,41,41,11,Clear,0
Cafe,Espresso,2025-07-31,25,0.5,65,54,54,11,Rainy,0
Cafe,Cappuccino,2025-07-31,35,0.5,88,75,75,13,Rainy,0
Cafe,Latte,2025-07-31,40,0.5,71,71,81,0,Rainy,0
Cafe,Croissant,2025-07-31,30,12.0,49,46,46,3,Rainy,0
Cafe,Sandwich,2025-07-31,45,8.0,55,55,57,0,Rainy,0
Bakery,White Bread,2025-07-31,20,24.0,54,54,59,0,Rainy,0
Bakery,Croissants,2025-07-31,30,12.0,50,42,42,8,Rainy,0
Bakery,Donuts,2025-07-31,15,12.0,64,64,64,0,Rainy,0
Bakery,Cake Slice,2025-07-31,40,48.0,26,20,20,6,Rainy,0
Bakery,Cookies,2025-07-31,10,72.0,49,44,44,5,Rainy,0
Cafe,Espresso,2025-08-01,25,0.5,50,46,46,4,Clear,0
Cafe,Cappuccino,2025-08-01,35,0.5,63,60,60,3,Clear,0
Cafe,Latte,2025-08-01,40,0.5,64,48,48,16,Clear,0
Cafe,Croissant,2025-08-01,30,12.0,40,38,38,2,Clear,0
Cafe,Sandwich,2025-08-01,45,8.0,43,43,45,0,Clear,0
Bakery,White Bread,2025-08-01,20,24.0,57,57,57,0,Clear,0
Bakery,Croissants,2025-08-01,30,12.0,50,39,39,11,Clear,0
Bakery,Donuts,2025-08-01,15,12.0,66,62,62,4,Clear,0
Bakery,Cake Slice,2025-08-01,40,48.0,31,22,22,9,Clear,0
Bakery,Cookies,2025-08-01,10,72.0,53,47,47,6,Clear,0
Cafe,Espresso,2025-08-02,25,0.5,49,49,53,0,Rainy,0
Cafe,Cappuccino,2025-08-02,35,0.5,60,56,56,4,Rainy,0
Cafe,Latte,2025-08-02,40,0.5,63,50,50,13,Rainy,0
Cafe,Croissant,2025-08-02,30,12.0,39,36,36,3,Rainy,0
Cafe,Sandwich,2025-08-02,45,8.0,41,41,47,0,Rainy,0
Bakery,White Bread,2025-08-02,20,24.0,77,68,68,9,Rainy,0
Bakery,Croissants,2025-08-02,30,12.0,60,56,56,4,Rainy,0
Bakery,Donuts,2025-08-02,15,12.0,87,77,77,10,Rainy,0
Bakery,Cake Slice,2025-08-02,40,48.0,42,30,30,12,Rainy,0
Bakery,Cookies,2025-08-02,10,72.0,72,56,56,16,Rainy,0
Cafe,Espresso,2025-08-03,25,0.5,51,45,45,6,Rainy,0
Cafe,Cappuccino,2025-08-03,35,0.5,61,52,52,9,Rainy,0
Cafe,Latte,2025-08-03,40,0.5,55,55,57,0,Rainy,0
Cafe,Croissant,2025-08-03,30,12.0,36,36,40,0,Rainy,0
Cafe,Sandwich,2025-08-03,45,8.0,42,37,37,5,Rainy,0
Bakery,White Bread,2025-08-03,20,24.0,79,73,73,6,Rainy,0
Bakery,Croissants,2025-08-03,30,12.0,58,47,47,11,Rainy,0
Bakery,Donuts,2025-08-03,15,12.0,84,84,88,0,Rainy,0
Bakery,Cake Slice,2025-08-03,40,48.0,40,33,33,7,Rainy,0
Bakery,Cookies,2025-08-03,10,72.0,75,68,68,7,Rainy,0
Cafe,Espresso,2025-08-04,25,0.5,46,41,41,5,Clear,0
Cafe,Cappuccino,2025-08-04,35,0.5,63,53,53,10,Clear,0
Cafe,Latte,2025-08-04,40,0.5,60,60,67,0,Clear,0
Cafe,Croissant,2025-08-04,30,12.0,35,32,32,3,Clear,0
Cafe,Sandwich,2025-08-04,45,8.0,43,43,49,0,Clear,0
Bakery,White Bread,2025-08-04,20,24.0,55,50,50,5,Clear,0
Bakery,Croissants,2025-08-04,30,12.0,42,34,34,8,Clear,0
Bakery,Donuts,2025-08-04,15,12.0,76,71,71,5,Clear,0
Bakery,Cake Slice,2025-08-04,40,48.0,26,26,29,0,Clear,0
Bakery,Cookies,2025-08-04,10,72.0,53,52,52,1,Clear,0
Cafe,Espresso,2025-08-05,25,0.5,49,49,50,0,Clear,0
Cafe,Cappuccino,2025-08-05,35,0.5,61,52,52,9,Clear,0
Cafe,Latte,2025-08-05,40,0.5,58,58,62,0,Clear,0
Cafe,Croissant,2025-08-05,30,12.0,36,36,39,0,Clear,0
Cafe,Sandwich,2025-08-05,45,8.0,47,36,36,11,Clear,0
Bakery,White Bread,2025-08-05,20,24.0,59,49,49,10,Clear,0
Bakery,Croissants,2025-08-05,30,12.0,49,35,35,14,Clear,0
Bakery,Donuts,2025-08-05,15,12.0,72,68,68,4,Clear,0
Bakery,Cake Slice,2025-08-05,40,48.0,31,27,27,4,Clear,0
Bakery,Cookies,2025-08-05,10,72.0,52,47,47,5,Clear,0
Cafe,Espresso,2025-08-06,25,0.5,45,45,55,0,Clear,0
Cafe,Cappuccino,2025-08-06,35,0.5,67,67,67,0,Clear,0
Cafe,Latte,2025-08-06,40,0.5,57,57,61,0,Clear,0
Cafe,Croissant,2025-08-06,30,12.0,37,37,39,0,Clear,0
Cafe,Sandwich,2025-08-06,45,8.0,41,41,45,0,Clear,0
Bakery,White Bread,2025-08-06,20,24.0,63,41,41,22,Clear,0
Bakery,Croissants,2025-08-06,30,12.0,50,39,39,11,Clear,0
Bakery,Donuts,2025-08-06,15,12.0,74,67,67,7,Clear,0
Bakery,Cake Slice,2025-08-06,40,48.0,29,27,27,2,Clear,0
Bakery,Cookies,2025-08-06,10,72.0,56,43,43,13,Clear,0
Cafe,Espresso,2025-08-07,25,0.5,51,51,52,0,Clear,0
Cafe,Cappuccino,2025-08-07,35,0.5,68,62,62,6,Clear,0
Cafe,Latte,2025-08-07,40,0.5,63,50,50,13,Clear,0
Cafe,Croissant,2025-08-07,30,12.0,38,30,30,8,Clear,0
Cafe,Sandwich,2025-08-07,45,8.0,42,40,40,2,Clear,0
Bakery,White Bread,2025-08-07,20,24.0,56,54,54,2,Clear,0
Bakery,Croissants,2025-08-07,30,12.0,45,39,39,6,Clear,0
Bakery,Donuts,2025-08-07,15,12.0,65,57,57,8,Clear,0
Bakery,Cake Slice,2025-08-07,40,48.0,27,21,21,6,Clear,0
Bakery,Cookies,2025-08-07,10,72.0,53,48,48,5,Clear,0
Cafe,Espresso,2025-08-08,25,0.5,48,48,54,0,Clear,0
Cafe,Cappuccino,2025-08-08,35,0.5,65,63,63,2,Clear,0
Cafe,Latte,2025-08-08,40,0.5,55,55,55,0,Clear,0
Cafe,Croissant,2025-08-08,30,12.0,37,36,36,1,Clear,0
Cafe,Sandwich,2025-08-08,45,8.0,44,43,43,1,Clear,0
Bakery,White Bread,2025-08-08,20,24.0,59,55,55,4,Clear,0
Bakery,Croissants,2025-08-08,30,12.0,49,44,44,5,Clear,0
Bakery,Donuts,2025-08-08,15,12.0,75,49,49,26,Clear,0
Bakery,Cake Slice,2025-08-08,40,48.0,27,20,20,7,Clear,0
Bakery,Cookies,2025-08-08,10,72.0,53,52,52,1,Clear,0
Cafe,Espresso,2025-08-09,25,0.5,39,39,47,0,Clear,0
Cafe,Cappuccino,2025-08-09,35,0.5,54,46,46,8,Clear,0
Cafe,Latte,2025-08-09,40,0.5,51,45,45,6,Clear,0
Cafe,Croissant,2025-08-09,30,12.0,31,29,29,2,Clear,0
Cafe,Sandwich,2025-08-09,45,8.0,39,36,36,3,Clear,0
Bakery,White Bread,2025-08-09,20,24.0,83,79,79,4,Clear,0
Bakery,Croissants,2025-08-09,30,12.0,72,55,55,17,Clear,0
Bakery,Donuts,2025-08-09,15,12.0,102,77,77,25,Clear,0
Bakery,Cake Slice,2025-08-09,40,48.0,40,40,40,0,Clear,0
Bakery,Cookies,2025-08-09,10,72.0,73,68,68,5,Clear,0
Cafe,Espresso,2025-08-10,25,0.5,48,42,42,6,Rainy,0
Cafe,Cappuccino,2025-08-10,35,0.5,69,62,62,7,Rainy,0
Cafe,Latte,2025-08-10,40,0.5,61,58,58,3,Rainy,0
Cafe,Croissant,2025-08-10,30,12.0,34,34,38,0,Rainy,0
Cafe,Sandwich,2025-08-10,45,8.0,46,43,43,3,Rainy,0
Bakery,White Bread,2025-08-10,20,24.0,83,78,78,5,Rainy,0
Bakery,Croissants,2025-08-10,30,12.0,59,48,48,11,Rainy,0
Bakery,Donuts,2025-08-10,15,12.0,96,78,78,18,Rainy,0
Bakery,Cake Slice,2025-08-10,40,48.0,42,39,39,3,Rainy,0
Bakery,Cookies,2025-08-10,10,72.0,68,55,55,13,Rainy,0
Cafe,Espresso,2025-08-11,25,0.5,52,46,46,6,Clear,0
Cafe,Cappuccino,2025-08-11,35,0.5,67,54,54,13,Clear,0
Cafe,Latte,2025-08-11,40,0.5,61,57,57,4,Clear,0
Cafe,Croissant,2025-08-11,30,12.0,39,33,33,6,Clear,0
Cafe,Sandwich,2025-08-11,45,8.0,45,45,48,0,Clear,0
Bakery,White Bread,2025-08-11,20,24.0,54,42,42,12,Clear,0
Bakery,Croissants,2025-08-11,30,12.0,42,42,42,0,Clear,0
Bakery,Donuts,2025-08-11,15,12.0,71,61,61,10,Clear,0
Bakery,Cake Slice,2025-08-11,40,48.0,27,24,24,3,Clear,0
Bakery,Cookies,2025-08-11,10,72.0,53,45,45,8,Clear,0
Cafe,Espresso,2025-08-12,25,0.5,58,53,53,5,Rainy,0
Cafe,Cappuccino,2025-08-12,35,0.5,74,74,79,0,Rainy,0
Cafe,Latte,2025-08-12,40,0.5,71,71,79,0,Rainy,0
Cafe,Croissant,2025-08-12,30,12.0,41,37,37,4,Rainy,0
Cafe,Sandwich,2025-08-12,45,8.0,52,50,50,2,Rainy,0
Bakery,White Bread,2025-08-12,20,24.0,50,38,38,12,Rainy,0
Bakery,Croissants,2025-08-12,30,12.0,38,38,42,0,Rainy,0
Bakery,Donuts,2025-08-12,15,12.0,59,50,50,9,Rainy,0
Bakery,Cake Slice,2025-08-12,40,48.0,25,21,21,4,Rainy,0
Bakery,Cookies,2025-08-12,10,72.0,43,41,41,2,Rainy,0
Cafe,Espresso,2025-08-13,25,0.5,47,47,48,0,Clear,0
Cafe,Cappuccino,2025-08-13,35,0.5,69,67,67,2,Clear,0
Cafe,Latte,2025-08-13,40,0.5,60,55,55,5,Clear,0
Cafe,Croissant,2025-08-13,30,12.0,37,37,39,0,Clear,0
Cafe,Sandwich,2025-08-13,45,8.0,47,45,45,2,Clear,0
Bakery,White Bread,2025-08-13,20,24.0,58,55,55,3,Clear,0
Bakery,Croissants,2025-08-13,30,12.0,46,33,33,13,Clear,0
Bakery,Donuts,2025-08-13,15,12.0,70,70,71,0,Clear,0
Bakery,Cake Slice,2025-08-13,40,48.0,27,27,27,0,Clear,0
Bakery,Cookies,2025-08-13,10,72.0,49,46,46,3,Clear,0
